Actual,Predicted
255.01666666666662,279.23334
290.77222222222224,272.56772
264.87777777777785,274.95807
238.7722222222222,271.81735
271.81666666666666,260.4695
222.50555555555556,261.54556
305.2277777777778,250.56778
286.93888888888887,263.31558
252.0555555555556,270.91
284.11111111111114,264.5651
222.65555555555557,267.35077
324.4055555555555,254.36488
237.23333333333338,270.22635
279.8777777777778,262.85782
336.6111111111111,264.63916
236.27777777777783,283.9583
254.81666666666672,272.60916
224.60555555555553,264.26373
242.06666666666666,251.80733
295.4222222222222,246.14117
178.0111111111111,258.52548
223.05555555555557,237.98412
257.9944444444444,228.64474
212.68333333333328,234.91179
208.8555555555556,228.04698
251.1611111111111,220.31064
272.96666666666664,225.22241
204.59444444444438,236.22383
230.4777777777778,227.55667
208.99444444444447,223.95369
219.38333333333338,217.52248
260.2277777777778,214.93506
280.9555555555556,224.28575
262.01666666666665,239.96506
214.20000000000002,245.84996
255.02222222222224,235.12369
219.13333333333335,236.48055
230.65555555555557,230.61131
235.15555555555562,227.72511
192.81111111111113,227.46309
220.93888888888893,217.08427
251.19444444444446,214.60582
220.76666666666665,222.96767
220.7277777777778,222.20264
225.65555555555557,218.99156
223.27777777777771,217.46234
273.1388888888889,216.35133
227.1388888888889,229.42484
213.29999999999998,228.41705
220.4222222222222,221.64551
209.35555555555555,217.76767
237.8777777777778,212.94096
223.48888888888885,217.44453
236.84444444444443,218.12517
220.07222222222222,220.81226
240.7555555555556,218.99509
258.5444444444445,222.1989
216.73333333333338,230.28053
197.36666666666667,225.70976
280.7055555555555,214.29977
260.9111111111111,228.23854
208.7333333333333,237.87036
267.06111111111113,229.27356
212.22222222222223,235.71739
209.69444444444446,228.51813
246.0333333333333,220.28522
193.48333333333335,224.15607
198.1222222222222,215.3847
225.3222222222222,207.2339
241.10555555555553,208.78
239.44444444444449,216.33093
244.6722222222223,221.98218
263.81666666666666,225.67685
204.01666666666665,233.46576
243.4944444444444,224.47514
214.7888888888889,224.81862
232.9055555555555,220.56044
217.52222222222224,221.37108
245.04999999999998,218.5315
227.2333333333333,223.73235
241.03888888888892,223.97893
208.50555555555553,226.38757
259.9055555555555,219.74469
232.2277777777778,227.08484
213.3222222222222,227.64926
249.78333333333336,221.23346
238.8444444444445,225.97801
213.0166666666667,228.16185
247.22777777777785,222.55292
224.51666666666665,226.01413
231.07222222222222,224.54199
283.31666666666666,223.77612
245.94444444444446,237.79723
254.2611111111111,240.07613
254.7611111111111,242.00262
245.51666666666668,243.12103
205.60555555555555,242.00084
240.92777777777778,230.38402
209.36111111111106,229.48276
267.3388888888889,222.85349
232.40000000000003,232.70174
224.58333333333337,232.6894
207.15555555555557,228.58589
238.63333333333335,220.13776
250.82222222222222,221.26933
226.1055555555555,227.80064
265.6722222222223,226.23932
271.8722222222222,234.0206
210.0111111111111,243.17729
258.56111111111113,233.64005
225.86111111111114,236.1636
256.5444444444445,232.43803
323.83888888888885,236.13487
250.11111111111111,259.15878
269.00000000000006,258.36465
200.58333333333334,258.98785
256.3277777777778,241.24721
265.2611111111111,240.89801
213.76111111111106,247.19157
232.18888888888887,237.80779
234.95555555555555,232.99945
289.1166666666666,232.06784
217.79444444444437,245.9218
274.93888888888887,239.16573
244.5444444444444,245.32477
226.32222222222222,243.36002
272.25,236.47888
234.73333333333332,242.97694
230.94999999999996,240.87163
238.93888888888887,235.76634
203.8611111111111,233.9607
286.46111111111105,224.49205
265.6666666666667,238.26999
295.3833333333333,246.60976
299.7,258.328
216.30555555555554,269.36063
242.67777777777778,253.67543
270.91111111111115,246.04901
253.54444444444445,250.9197
233.5,251.31361
265.1611111111111,245.57234
263.3888888888889,248.99094
242.0,252.4784
256.9111111111111,249.29317
